2025-12-02,109.3500
2025-12-03,103.9600
2025-12-04,103.2200
2025-12-05,100.2400
2025-12-08,96.7900
2025-12-09,96.7100
2025-12-10,92.7100
2025-12-11,94.0900
2025-12-12,95.1900
2025-12-15,93.7700
2025-12-16,94.5700
2025-12-17,94.7900
2025-12-18,94.0000
2025-12-19,94.3900
2025-12-22,93.2300
2025-12-23,93.5000
2025-12-24,93.6400
2025-12-26,94.4700
2025-12-29,94.1500
2025-12-30,93.7800
2025-12-31,93.7600
2026-01-02,90.9900
2026-01-05,91.4600
2026-01-06,90.6500
2026-01-07,90.7300
2026-01-08,90.5300
2026-01-09,89.4600
2026-01-12,89.4100
2026-01-13,90.3200
2026-01-14,88.5500
2026-01-15,88.0500
2026-01-16,88.0000
2026-01-20,87.2600
2026-01-21,85.3600
2026-01-22,83.5400
2026-01-23,86.1200
2026-01-26,85.7000
2026-01-27,85.5800
2026-01-28,84.6400
2026-01-29,83.1600
2026-01-30,83.4900
2026-02-02,82.7600
2026-02-03,79.9400
2026-02-04,80.1600
2026-02-05,80.8700
2026-02-06,82.2000
2026-02-09,81.4700
2026-02-10,82.2100
2026-02-11,79.6200
2026-02-12,75.8600
2026-02-13,76.8700
2026-02-17,77.0000
2026-02-18,77.9900
2026-02-19,77.0000
2026-02-20,78.6700
2026-02-23,76.0200
2026-02-24,78.0400
2026-02-25,82.7000
2026-02-26,84.5900
2026-02-27,96.2400
2026-03-02,97.0900
2026-03-03,97.7000
2026-03-04,98.6600
2026-03-05,99.1700
2026-03-06,99.0200
2026-03-09,98.3200
2026-03-10,96.9400
2026-03-11,94.8900
2026-03-12,94.3100
2026-03-13,95.3100
2026-03-16,95.2000
2026-03-17,94.3600
2026-03-18,94.7000
2026-03-19,91.7400
2026-03-20,91.8200
2026-03-23,93.3800
2026-03-24,90.9200
2026-03-25,92.2800
2026-03-26,93.3200
2026-03-27,93.4300
2026-03-30,92.9700
2026-03-31,96.1500
2026-04-01,95.5500
2026-04-02,98.6600
2026-04-06,98.9300
2026-04-07,98.8200
2026-04-08,99.3900
2026-04-09,102.0500
2026-04-10,103.0100
2026-04-13,103.1600
2026-04-14,106.2800
2026-04-15,107.7100
2026-04-16,107.7900
2026-04-17,97.3100
2026-04-20,94.8300
2026-04-21,92.5800
2026-04-22,93.2400
2026-04-23,92.8200
2026-04-24,92.4400
2026-04-27,91.3700
