2025-12-02,316.0200
2025-12-03,320.6200
2025-12-04,318.3900
2025-12-05,322.0900
2025-12-08,314.4500
2025-12-09,317.7500
2025-12-10,321.0000
2025-12-11,313.7000
2025-12-12,310.5200
2025-12-15,309.3200
2025-12-16,307.7300
2025-12-17,298.0600
2025-12-18,303.7500
2025-12-19,308.6100
2025-12-22,311.3300
2025-12-23,315.6800
2025-12-24,315.6700
2025-12-26,314.9600
2025-12-29,314.3900
2025-12-30,314.5500
2025-12-31,313.8000
2026-01-02,315.3200
2026-01-05,317.3200
2026-01-06,314.5500
2026-01-07,322.4300
2026-01-08,326.0100
2026-01-09,329.1400
2026-01-12,332.7300
2026-01-13,336.4300
2026-01-14,336.3100
2026-01-15,333.1600
2026-01-16,330.3400
2026-01-20,322.1600
2026-01-21,328.3800
2026-01-22,330.8400
2026-01-23,328.4300
2026-01-26,333.5900
2026-01-27,335.0000
2026-01-28,336.2800
2026-01-29,338.6600
2026-01-30,338.5300
2026-02-02,344.9000
2026-02-03,340.7000
2026-02-04,333.3400
2026-02-05,331.3300
2026-02-06,323.1000
2026-02-09,324.4000
2026-02-10,318.6300
2026-02-11,311.3300
2026-02-12,309.3700
2026-02-13,306.0200
2026-02-17,302.8200
2026-02-18,303.9400
2026-02-19,303.5600
2026-02-20,314.9000
2026-02-23,311.6900
2026-02-24,310.9200
2026-02-25,313.0300
2026-02-26,307.1500
2026-02-27,311.4300
2026-03-02,306.3600
2026-03-03,303.5600
2026-03-04,303.4500
2026-03-05,300.9100
2026-03-06,298.3000
2026-03-09,306.0100
2026-03-10,306.9300
2026-03-11,308.4200
2026-03-12,303.2100
2026-03-13,301.4600
2026-03-16,304.4200
2026-03-17,309.4100
2026-03-18,306.3000
2026-03-19,305.7300
2026-03-20,298.7900
2026-03-23,299.0200
2026-03-24,289.2000
2026-03-25,289.5900
2026-03-26,280.7400
2026-03-27,273.7600
2026-03-30,273.1400
2026-03-31,286.8600
2026-04-01,294.9000
2026-04-02,294.4600
2026-04-06,297.6600
2026-04-07,303.9300
2026-04-08,314.7400
2026-04-09,316.3700
2026-04-10,315.7200
2026-04-13,319.2100
2026-04-14,330.5800
2026-04-15,334.4700
2026-04-16,332.7700
2026-04-17,339.4000
2026-04-20,335.4000
2026-04-21,330.4700
2026-04-22,337.7300
2026-04-23,337.7500
2026-04-24,342.3200
2026-04-27,348.5200
